"Record Number","Record Type","License Name","Address","Expiration Date","Status","Notes","Disciplinary Action",
"AU-P-000591","Marihuana Processor - License","Enterprise CC, LLC","5775 Enterprise DR, Lansing MI 48911","03/05/2026","Active",,,
"AU-P-000592","Marihuana Processor - License","Viper Labs","14009 Achyl AVE Suite A, Warren MI 48089","03/04/2026","Active",,,
"AU-P-000583","Marihuana Processor - License","Evo Pharms LLC","7236 Murthum AVE, Warren MI 48092","09/30/2026","Active",,,
"AU-P-000587","Marihuana Processor - License","Pyramid Pharms","102 Brady ST, Allegan MI 49010","03/04/2026","Active",,,
"AU-P-000582","Marihuana Processor - License","Unrivaled Solventless, LLC","21445 Hoover Suite 315B, Warren MI 48089","02/27/2026","Active",,,
"AU-P-000584","Marihuana Processor - License","The Vault Distro","871 E 8 Mile RD, Hazel Park MI 48030","02/12/2026","Active",,,
"AU-P-000578","Marihuana Processor - License","PUFF","2 Ajax DR, Madison Heights MI 48071","09/20/2026","Active",,,
"AU-P-000580","Marihuana Processor - License","MC Distribution LLC","21445 Hoover RD Suite 102, Warren MI 48089","01/28/2026","Active",,,
"AU-P-000579","Marihuana Processor - License","Strange Rootz Cannabis","1248 E Airway AVE, White Cloud MI 49349","10/05/2026","Active",,,
"AU-P-000575","Marihuana Processor - License","JARS Cannabis","925 40th St SE, Grand Rapids MI 49508","11/27/2026","Active",,,
"AU-P-000574","Marihuana Processor - License","MI Loud Flower Farms, LLC","8841 Page AVE, Jackson MI 49201","12/17/2025","Active",,,
"AU-P-000571","Marihuana Processor - License","SugarNest Extracts","1839 Peck ST Unit C, MUSKEGON MI 49441","11/26/2026","Active",,,
"AU-P-000572","Marihuana Processor - License","Hikers Hash","6288 E Valley AVE, White Cloud MI 49349","12/13/2025","Active",,,
"AU-P-000570","Marihuana Processor - License","JSBH LLC","21114 John R RD, Hazel Park MI 48030","11/18/2026","Active",,,
"AU-P-000573","Marihuana Processor - License","Ballstars, LLC","27050 Gloede DR, Warren MI 48088","11/18/2025","License Void",,,
"AU-P-000560","Marihuana Processor - License","Motor City Marijuana Company, L.L.C.","19303 Girardin AVE, Detroit MI 48234","11/08/2026","Active",,,
"AU-P-000563","Marihuana Processor - License","Fantasy Farms LLC","1669 E Jolly RD, Lansing MI 48910","07/12/2026","Active",,,
"AU-P-000568","Marihuana Processor - License","Michaela Holdings P LLC","12824 E 9 Mile RD, Warren MI 48089","10/21/2026","Active",,,
"AU-P-000569","Marihuana Processor - License","Wellness and Vitality Consulting LLC","101 Enterprise DR, Vassar MI 48768","10/15/2026","Active",,,
"AU-P-000562","Marihuana Processor - License","Lume Cannabis Co.","10070 Harvest Park, Dimondale MI 48821","11/27/2026","Active",,,
"AU-P-000565","Marihuana Processor - License","Strange Labs LLC","605 S Maple RD, Ann Arbor MI 48103","10/14/2026","Active",,,
"AU-P-000566","Marihuana Processor - License","Mitten Distro X LLC","9410 Davis HWY, Dimondale MI 48821","10/01/2026","Active",,,
"AU-P-000553","Marihuana Processor - License","Quality Cannabis Farms, LLC","47200 48th ST, Lawrence MI 49064","02/21/2026","Active",,,
"AU-P-000564","Marihuana Processor - License","BHL ENTERPRISES, LLC","12820 E 9 MILE RD, WARREN MI 48089","09/18/2026","Active",,,
"AU-P-000555","Marihuana Processor - License","Aethon Ventures, LLC","1406 Sunset AVE, Lansing MI 48917","09/18/2025","License Void",,,
"AU-P-000561","Marihuana Processor - License","DOC EXTRACTS LLC","7850 MORROW ST, DETROIT MI 48211","09/13/2026","Active",,,
"AU-P-000557","Marihuana Processor - License","ORO EXTRACTS","21704 Hoover RD, WARREN MI 48089","09/10/2026","Active",,,
"AU-P-000559","Marihuana Processor - License","AXE Capital Investments LLC","25060 Wick AVE, Warren MI 48091","09/03/2026","Active",,,
"AU-P-000552","Marihuana Processor - License","75 Labs, Detour","630 E Ten Mile Road, Hazel Park MI 48030","08/23/2026","Active",,"Public Documents Available",
"AU-P-000548","Marihuana Processor - License","Exquisite Extractions, Inc","4184 Pier N BLVD Suite B, Flint MI 48504","08/22/2026","Active",,,
"AU-P-000543","Marihuana Processor - License","Brightmoore Gardens, LLC","12651 Stout ST, Detroit MI 48223","07/28/2026","Active",,,
"AU-P-000558","Marihuana Processor - License","HQ3 Enterprises, LLC","5815 S Pennsylvania AVE, Lansing MI 48911","08/19/2025","License Void",,,
"AU-P-000551","Marihuana Processor - License","Green Zone Michigan, LLC","850 Ladd RD Bldg A, Walled Lake MI 48390","08/13/2025","Active",,"Public Documents Available",
"AU-P-000549","Marihuana Processor - License","Rosslyn Two LLC","822 Schuster AVE Suite B, Kalamazoo MI 49001","08/13/2025","License Void",,,
"AU-P-000550","Marihuana Processor - License","1006, LLC","2 Johnson CT, Bay City MI 48708","08/05/2026","Active",,,
"AU-P-000547","Marihuana Processor - License","Arboretum Michigan, LLC","1305 S Cedar ST, Lansing MI 48910","07/18/2025","License Void",,"Public Documents Available",
"AU-P-000546","Marihuana Processor - License","KB Huck LLC","2085 Glenn Road Suite B, Lansing MI 48906","07/30/2026","Active",,,
"AU-P-000540","Marihuana Processor - License","Yetistash","7651 Cranberry Lake RD, Jonesville MI 49250","07/16/2026","Active",,,
"AU-P-000538","Marihuana Processor - License","JEEB LLC","23235 Schoenherr RD, Warren MI 48089","07/11/2026","Active",,,
"AU-P-000539","Marihuana Processor - License","Season 3, LLC","1801 Factory ST, Kalamazoo MI 49001","07/09/2026","Active",,,
"AU-P-000531","Marihuana Processor - License","Farming Management, LLC","1235 Center ST, Lansing MI 48906","05/31/2025","License Void",,"Public Documents Available",
"AU-P-000536","Marihuana Processor - License","Birch Solventless","3624 Quade HWY, Rogers City MI 49779","03/09/2026","Active",,"Public Documents Available",
"AU-P-000532","Marihuana Processor - License","Sky Brands","25855 Groesbeck HWY, Warren MI 48089","06/25/2025","Active",,"Public Documents Available",
"AU-P-000535","Marihuana Processor - License","Superb Cannabis Co.","4611 Liberty DR, Lake Orion MI 48359","06/27/2026","Active",,"Public Documents Available",
"AU-P-000526","Marihuana Processor - License","Freds Lab, LLC","12843 Artesian ST Suite A, Detroit MI 48223","06/18/2026","Active",,,
"AU-P-000530","Marihuana Processor - License","Space Stone, Inc.","2466 E. Huron RD, Au Gres MI 48703","10/12/2024","License Void",,,
"AU-P-000534","Marihuana Processor - License","Mana Labz","1015 Barr AVE, Lansing MI 48911","06/14/2026","Active",,,
"AU-P-000537","Marihuana Processor - License","Cannabrandz Manufacturing LLC","4661 W Dickman RD Suite A, Battle Creek MI 49037","06/14/2026","Active",,"Public Documents Available",
"AU-P-000527","Marihuana Processor - License","Grand Rapids Cannabis Company, LLC","2701 Oak Industrial Dr NE, Grand Rapids MI 49505","06/14/2026","Active",,,
"AU-P-000523","Marihuana Processor - License","Farm Marcellus LLC","12584 Wooden RD Bldg 4, Jonesville MI 49250","07/08/2026","Active",,"Public Documents Available",
"AU-P-000529","Marihuana Processor - License","HZ Detroit Holdings 2, LLC","20601 Glendale ST Suite B, Detroit MI 48223","05/23/2026","Active",,"Public Documents Available",
"AU-P-000517","Marihuana Processor - License","Apothecare Jackson","655 Ballard RD, Jackson MI 49201","02/22/2026","Active",,,
"AU-P-000524","Marihuana Processor - License","Roseville CC, LLC","16525 Industrial ST, Roseville MI 48066","05/15/2026","Active",,,
"AU-P-000521","Marihuana Processor - License","Burnout, Burnout Extracts, Peak Extracts","11801 SMUGGLERS PASS RD, FREDERIC MI 49733","05/07/2026","Active",,,
"AU-P-000525","Marihuana Processor - License","Oasis Wellness Center of Lansing, LLC","5580 Enterprise CT, Warren MI 48092","10/20/2025","License Void",,,
"AU-P-000520","Marihuana Processor - License","Mask Enterprise, LLC","23500 Amber, Warren MI 48089","04/29/2026","Active",,,
"AU-P-000519","Marihuana Processor - License","One Love Labs LLC","1271 Eden WAY Suite P, Chesaning MI 48616","04/17/2026","License Void",,"Public Documents Available",
"AU-P-000507","Marihuana Processor - License","Nuggets Company, LLC","738 E Kalamazoo ST, Lansing MI 48912","06/13/2025","License Void",,,
"AU-P-000518","Marihuana Processor - License","Allstar Processing LLC","32620 Dequindre, Warren MI 48092","04/11/2026","Active",,,
"AU-P-000502","Marihuana Processor - License","PER V, LLC","690 Industrial PKWY Bldg, Clare MI 48617","04/09/2026","Active",,"Public Documents Available",
"AU-P-000514","Marihuana Processor - License","My Friend","776 Aulerich RD, East Tawas MI 48730","04/08/2026","Active",,,
"AU-P-000506","Marihuana Processor - License","Peninsula Agriculture, LLC","210 W Silverbell RD, Orion Township MI 48359","06/22/2026","Active",,,
"AU-P-000501","Marihuana Processor - License","Pac-Man 222 Companies LLC","42219 Irwin DR, Harrison Township MI 48045","04/01/2026","Active",,"Public Documents Available",
"AU-P-000510","Marihuana Processor - License","Dank Headquarters, LLC","12828 E 9 MILE RD, WARREN MI 48089","03/29/2026","Active",,,
"AU-P-000516","Marihuana Processor - License","Alpine Grows LLC","19380 Brenroy DR, Marshall MI 49068","05/08/2026","Active",,,
"AU-P-000500","Marihuana Processor - License","100 Shafer Processing LLC","100 Shafer DR, Romeo MI 48065","03/21/2026","Active",,"Public documents available",
"AU-P-000509","Marihuana Processor - License","EFF Labs LLC","11616 NW Monroe RD Suite B, Riverdale MI 48877","03/21/2026","Active",,,
"AU-P-000513","Marihuana Processor - License","1472 Processing LLC","1472 E 9 Mile RD, Hazel Park MI 48030","03/18/2026","Active",,,
"AU-P-000508","Marihuana Processor - License","Madhaus LLC","21445 Hoover RD Suite 210, Warren MI 48089","03/24/2026","Active",,"Public Documents Available",
"AU-P-000511","Marihuana Processor - License","Leoni Labs","3990 Ann Arbor RD, Jackson MI 49202","03/08/2026","Active",,,
"AU-P-000496","Marihuana Processor - License","The Pot Shop","204 E Saginaw ST, Breckenridge MI 48615","08/29/2025","License Void",,,
"AU-P-000493","Marihuana Processor - License","NIRVANA PROCESSING MONROE","14500 Laplaisance RD Unit A10, Monroe MI 48161","06/15/2025","License Void",,,
"AU-P-000497","Marihuana Processor - License","Wizardz of Roz","2029 Riggs AVE Suite A, WARREN MI 48091","02/16/2026","Active",,"Public Documents Available",
"AU-P-000498","Marihuana Processor - License","LoudMouth Labs","864 N 12th ST Suite 17, Niles MI 49120","02/09/2026","Active",,,
"AU-P-000489","Marihuana Processor - License","Pure, LLC","825 E Crosstown PKWY, Kalamazoo MI 49001","11/19/2025","License Void",,,
"AU-P-000495","Marihuana Processor - License","Exhale Systems Inc","14020 W Grand River AVE, Detroit MI 48227","02/05/2026","Active",,,
"AU-P-000490","Marihuana Processor - License","Big Dawg Brands","60695 Gratiot Ave, Lenox MI 48048","12/13/2026","Active",,"Public Documents Available",
"AU-P-000483","Marihuana Processor - License","Dank Alien, LLC","9317 N. Dort HWY, Mount Morris MI 48458","01/29/2025","License Void",,,
"AU-P-000491","Marihuana Processor - License","Oak Packaging LLC","14400 Prairie ST Suite 200, Detroit MI 48238","01/25/2026","Active",,"Public Documents Available",
"AU-P-000485","Marihuana Processor - License","RGR LLC","366 WATTS RD, Jackson MI 49203","12/21/2024","License Void",,,
"AU-P-000487","Marihuana Processor - License","Dat Canna LLC","69351 M-62 HWY, Edwardsburg MI 49112","01/02/2026","Active",,,
"AU-P-000484","Marihuana Processor - License","RGR LLC","362 Watts RD, Jackson MI 49203","12/21/2024","License Void",,,
"AU-P-000481","Marihuana Processor - License","The Flower Plant","24 E US HWY 41, Negaunee MI 49866","12/11/2026","Active",,,
"AU-P-000480","Marihuana Processor - License","ZAZA EXTRACTS","12950 EVERGREEN RD Suite 101, DETROIT MI 48223","12/08/2026","Active",,"Public Documents Available",
"AU-P-000469","Marihuana Processor - License","LJA Holdings VIII, LLC","923 Beech ST, Lansing MI 48912","03/22/2026","Active",,,
"AU-P-000471","Marihuana Processor - License","PLUSH COMPANIES","7376 HALL RD Suite B, MUSKEGON MI 49442","11/29/2026","Active",,,
"AU-P-000474","Marihuana Processor - License","Treestock Ventures","4115 Felters RD, Michigan Center MI 49254","11/27/2025","License Void",,,
"AU-P-000467","Marihuana Processor - License","UNIQ PRESSURE","14394 Laplaisance RD, Monroe MI 48161","11/17/2026","Active",,"Public Dpcuments Available",
"AU-P-000478","Marihuana Processor - License","Emerald Mountain Labs, LLC","21445 Hoover RD Suite 316, Warren MI 48089","10/26/2024","License Void",,,
"AU-P-000476","Marihuana Processor - License","Wojo LLC","4070 Quarterline RD Bldg 1, Pinconning MI 48650","11/09/2026","Active",,"Public Documents Available",
"AU-P-000479","Marihuana Processor - License","The Cake House - Ann Arbor","2115 S State ST, Ann Arbor MI 48104","11/03/2026","Active",,,
"AU-P-000460","Marihuana Processor - License","Fawn River Cultivation Company LLC","621 Industrial DR, Constantine MI 49042","03/03/2026","Active",,"Public Documents Available",
"AU-P-000465","Marihuana Processor - License","Blackstone Harvest LLC","25440 Sherwood AVE, Center Line MI 48015","10/31/2026","Active",,"Public Documents Available",
"AU-P-000472","Marihuana Processor - License","Holland Farms, LLC","560 E Huron RD, Omer MI 48749","06/15/2025","License Void",,,
"AU-P-000470","Marihuana Processor - License","Mitten Distro 1","521 E Mosel AVE Suite C, Kalamazoo MI 49004","10/26/2026","Active",,"Public Documents Available",
"AU-P-000458","Marihuana Processor - License","Known.","8822 Honor Hwy, Beulah MI 49617","10/25/2026","Active",,,
"AU-P-000466","Marihuana Processor - License","Berry Green Management Inc.","1330 Imlay City RD Unit F-H, Lapeer MI 48446","01/08/2026","License Void",,,
"AU-P-000459","Marihuana Processor - License","ProGroCo","10260 Harvest Park Suite A, Dimondale MI 48821","03/19/2026","Active",,,
"AU-P-000455","Marihuana Processor - License","Cunningham's Craft Cannabis LLC","4550 Wayne RD, Springfield MI 49037","04/18/2024","License Void",,,
"AU-P-000454","Marihuana Processor - License","Greenstone Metro LLC","2001 E 10 Mile RD Suite A, Warren MI 48091","04/19/2025","License Void",,"Public Documents Available",
"AU-P-000445","Marihuana Processor - License","Prime Packaging & Distribution, LLC","10506 W Jefferson AVE, River Rouge MI 48218","09/25/2025","License Void",,,
"AU-P-000449","Marihuana Processor - License","Hunna","1009 Manistee ST Suite A, Manistee MI 49660","08/21/2026","Active",,,
"AU-P-000446","Marihuana Processor - License","Endo","1060 Railroad AVE, Adrian MI 49221","11/03/2026","Active",,,
"AU-P-000437","Marihuana Processor - License","NMR 2, LLC","2112 INDUSTRIAL DR, NILES MI 49120","08/10/2024","License Void",,"Public Documents Available",
"AU-P-000440","Marihuana Processor - License","Grasshopper Farms, Inc.","29003 County Road 665, Paw Paw MI 49079","05/20/2026","Active",,,
"AU-P-000443","Marihuana Processor - License","ICE PROCESSING CORP","21445 Hoover RD Suite 310, Warren MI 48089","08/10/2026","Active",,"Public Documents Available",
"AU-P-000434","Marihuana Processor - License","SFF LLC","9234 E. 72nd ST, Reed City MI 49677","08/02/2024","License Void",,,
"AU-P-000435","Marihuana Processor - License","Native Leaf LLC","116 Enterprise DR, Reading MI 49274","03/20/2026","Active",,"Public Documents Available",
"AU-P-000442","Marihuana Processor - License","Polare","25185 Easy ST, Warren MI 48089","07/25/2026","Active",,,
"AU-P-000438","Marihuana Processor - License","Beez Knees, Inc.","428 N Cedar ST, Lansing MI 48912","07/21/2026","Active",,,
"AU-P-000439","Marihuana Processor - License","Great Lakes Seed Company","12542 Stephens RD, Warren MI 48089","07/19/2026","Active",,,
"AU-P-000430","Marihuana Processor - License","Lifted Investments II, LLC","4611 Liberty DR, Lake Orion MI 48359","07/05/2024","License Void",,,
"AU-P-000422","Marihuana Processor - License","Michigan Green Magic, LLC","975 S Dettman RD, Jackson MI 49203","06/29/2026","Active",,,
"AU-P-000432","Marihuana Processor - License","Localgrove","41160 Executive DR, Harrison Township MI 48045","06/18/2026","Active",,,
"AU-P-000420","Marihuana Processor - License","Michigan Pure Green, LLC","690 Industrial PKWY, Clare MI 48617","08/10/2024","License Void",,,
"AU-P-000417","Marihuana Processor - License","HP Lab Group LLC","21107 JOHN R RD, HAZEL PARK MI 48030","05/23/2026","Active",,,
"AU-P-000415","Marihuana Processor - License","Caro Labs LLC","1347 Prospect AVE, CARO MI 48723","05/22/2024","License Void",,,
"AU-P-000418","Marihuana Processor - License","Ann Arbor Farms LLC","1254 N Main ST Bldg 1, Ann Arbor MI 48104","05/17/2026","Active",,"Public Documents Available",
"AU-P-000416","Marihuana Processor - License","DISTRO 10 INC","21445 Hoover RD Suite 302, Warren MI 48089","08/18/2026","Active",,"Public Documents Available",
"AU-P-000407","Marihuana Processor - License","Great Lakes Natural Solutions LLC","265 Crandall PKWY, Lawrence MI 49064","03/03/2026","Active",,,
"AU-P-000414","Marihuana Processor - License","Hypothic, Inc.","205 W Oliver DR, Marshall MI 49068","04/19/2025","License Void",,,
"AU-P-000405","Marihuana Processor - License","The Flower Plant","24 E US HWY 41, Negaunee MI 49866","12/17/2023","License Void",,,
"AU-P-000409","Marihuana Processor - License","PurOils, LLC","102 Sunrise ST, Edmore MI 48829","04/05/2026","Active",,"Public Documents Available",
"AU-P-000412","Marihuana Processor - License","MMR INVESTMENT CAPITAL GROUP LLC","25225 EASY ST Suite B, Warren MI 48089","04/04/2026","Active",,,
"AU-P-000411","Marihuana Processor - License","Farnan Farms LLC","7200 W U.S. Route 12, Three Oaks MI 49128","03/24/2026","Active",,,
"AU-P-000400","Marihuana Processor - License","Bud & Mary's Cannabis Co., LLC","2325 N Burdick ST, Kalamazoo MI 49007","07/20/2026","Active",,"Public Documents Available",
"AU-P-000413","Marihuana Processor - License","True Health MI","2101 W Willow ST, Lansing MI 48917","08/28/2026","Active",,,
"AU-P-000403","Marihuana Processor - License","Wonka Holdings, LLC","1400 Keystone AVE, Lansing MI 48911","03/22/2026","Active",,,
"AU-P-000395","Marihuana Processor - License","Teleology, LLC","51525 Industrial DR, NEW BALTIMORE MI 48047","06/13/2026","Active",,,
"AU-P-000410","Marihuana Processor - License","M.T. of Michigan LLC","26067 Groesbeck HWY Suite B, Warren MI 48089","03/21/2026","Active",,,
"AU-P-000408","Marihuana Processor - License","Voltano, LLC","15403 Sharon RD Suite E, Chesaning MI 48616","01/31/2025","License Void",,,
"AU-P-000398","Marihuana Processor - License","My Town Greens, LLC","926 E 10 Mile RD, Hazel Park MI 48030","03/20/2026","Active",,,
"AU-P-000404","Marihuana Processor - License","NOXX","330 Ann NW ST Suite B, Grand Rapids MI 49504","08/23/2026","Active",,"Public Documents Available",
"AU-P-000401","Marihuana Processor - License","Myndset Alchemy, LLC","1000 Crandall PKWY, Lawrence MI 49064","03/13/2024","License Void",,,
"AU-P-000406","Marihuana Processor - License","Northern Healing Investments LLC","27050 Gloede DR, Warren MI 48088","03/07/2025","License Void",,"Public Documents Available",
"AU-P-000387","Marihuana Processor - License","Prime Tree Farm, LLC","55880 72nd AVE, Lawrence MI 49064","07/07/2026","Active",,,
"AU-P-000394","Marihuana Processor - License","KD Processing, LLC","950 E 10 Mile Road, Hazel Park MI 48030","03/01/2026","Active",,"Public Documents Available",
"AU-P-000381","Marihuana Processor - License","Green Hub Life","1023 Eden WAY, Chesaning MI 48616","02/24/2024","License Void",,,
"AU-P-000399","Marihuana Processor - License","Pure Cannabis Outlet","15311 S Dixie HWY, Monroe MI 48161","02/10/2026","Active",,,
"AU-P-000389","Marihuana Processor - License","VML Processing, LLC","32450 Dequindre RD, Warren MI 48092","02/23/2026","Active",,"Public Documents Available",
"AU-P-000397","Marihuana Processor - License","Boone Labs Inc","107 E Alexander ST, Buchanan MI 49107","02/15/2026","Active",,,
"AU-P-000393","Marihuana Processor - License","MCB Distributors","24605 John R RD, Hazel Park MI 48030","02/28/2026","Active",,,
"AU-P-000383","Marihuana Processor - License","Pure Leaf, LLC","11530 Stephens RD Suite G, Warren MI 48089","02/15/2026","Active",,,
"AU-P-000392","Marihuana Processor - License","OI Processing LLC","3090 Wright ST Suite B, Marquette MI 49855","02/13/2026","Active",,,
"AU-P-000391","Marihuana Processor - License","Monroe Processing LLC","14930 LAPLAISANCE RD Unit 131 & 132, Monroe MI 48161","02/09/2026","Active",,,
"AU-P-000390","Marihuana Processor - License","Templar Collective, LLC","24155 Schoenherr RD, Warren MI 48089","02/09/2026","Active",,"Public Documents Available",
"AU-P-000378","Marihuana Processor - License","Mother Nature's Labs","21535 Hoover RD, Warren MI 48089","10/05/2026","Active",,,
"AU-P-000372","Marihuana Processor - License","CANNATECH 360, LLC","520 Hammontree DR Suite B, Morenci MI 49256","02/06/2026","Active",,"Public Documents Available",
"AU-P-000374","Marihuana Processor - License","Area Capital LLC","2 Johnson CT, Bay City MI 48708","11/10/2024","License Void",,,
"AU-P-000376","Marihuana Processor - License","Canapa Valley Farms Processing, LLC","700 E Huron AVE Bldg 3 & 4, Vassar MI 48768","01/31/2026","Active",,"Public Documents Available",
"AU-P-000386","Marihuana Processor - License","Uplyfted","21445 Hoover RD Suite 200, Warren MI 48089","10/07/2026","Active",,"Public Documents Available",
"AU-P-000382","Marihuana Processor - License","BPMD Realty, LLC","5243 Wayne RD, Battle Creek MI 49037","06/02/2026","Active",,"Public Documents Available",
"AU-P-000384","Marihuana Processor - License","OM Processing","1750 E South ST Suite 101, Owosso MI 48867","01/25/2026","Active",,,
"AU-P-000388","Marihuana Processor - License","Freddie's, LLC","10092 N Dort HWY Suite A, Clio MI 48420","02/07/2026","Active",,"Public Documents Available",
"AU-P-000373","Marihuana Processor - License","Flavor Galaxy LLC","21015 John R RD, HAZEL PARK MI 48030","01/06/2026","License Void",,"Public Documents Available",
"AU-P-000366","Marihuana Processor - License","MSV MI, LLC","1721 W Pleasant ST, River Rouge MI 48218","11/09/2026","Active",,,
"AU-P-000362","Marihuana Processor - License","QPS Michigan Holdings LLC","1223 Tech DR, Webberville MI 48892","02/10/2026","Active",,,
"AU-P-000371","Marihuana Processor - License","317 Extracts","81 Enterprise DR Suite C, Vassar MI 48768","12/27/2024","License Void",,,
"AU-P-000363","Marihuana Processor - License","High Grade Michigan","701 E South Street Suite 150, Lansing MI 48910","04/07/2026","Active",,"Public Documents Available",
"AU-P-000361","Marihuana Processor - License","Peninsula Agriculture, LLC","3171 Alabaster RD, Tawas City MI 48763","06/22/2023","License Void",,,
"AU-P-000375","Marihuana Processor - License","Tripp Provisions, LLC","4116 17 Mile RD NE Suite P, Cedar Springs MI 49319","12/20/2025","Active",,,
"AU-P-000359","Marihuana Processor - License","Leaf and Bud","14470 Livernois AVE Suite B, Detroit MI 48238","12/09/2024","Active",,"Public Documents Available",
"AU-P-000360","Marihuana Processor - License","Papa Sift Distribution","14750 LaPlaisance RD Suite H-240, Monroe MI 48161","12/13/2025","Active",,,
"AU-P-000348","Marihuana Processor - License","MPM-R XV, LLC","624 Brady ST Suite B, Chesaning MI 48616","12/09/2026","Active",,"Public Documents Available",
"AU-P-000365","Marihuana Processor - License","American Oil Canna Co","42600 Executive DR, Harrison Township MI 48045","12/06/2026","Active",,,
"AU-P-000367","Marihuana Processor - License","LaHaze Cannabis Company","602 Myrton M Riggs DR, Cheboygan MI 49721","06/02/2026","Active",,"Public Documents Available",
"AU-P-000350","Marihuana Processor - License","LUCKY BUDS II, LLC","3650 Patterson RD Unit 2, Bay City MI 48706","12/01/2024","License Void",,"Public Documents Available",
"AU-P-000368","Marihuana Processor - License","Pleasantrees Cannabis Company","237 N River RD, Mt. Clemens MI 48043","11/30/2026","Active",,"Public Documents Available",
"AU-P-000355","Marihuana Processor - License","305 Farms","3050 Crandall PKWY, Lawrence MI 49064","06/01/2025","License Void",,,
"AU-P-000357","Marihuana Processor - License","Rooted and Zooted Processing, LLC","4955 Lansing RD Bldg B, Charlotte MI 48813","11/23/2025","License Void",,"Public Documents Available",
"AU-P-000349","Marihuana Processor - License","Processing Dept.","9726 Peet RD Bldg, Chesaning MI 48616","11/23/2026","Active",,"Public Documents Available",
