"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"GR-C-003444","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003443","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003442","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003441","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003440","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003439","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003438","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003437","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003436","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003435","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003434","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003432","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003392","Class C Grower – License","Distro 10 Inc","21445 Hoover RD Suite 315A, Warren MI 48089","08/18/2026","Active",,,
"GR-C-003391","Class C Grower – License","Distro 10 Inc","21445 Hoover RD Suite 315A, Warren MI 48089","08/18/2026","Active",,,
"GR-C-003390","Class C Grower – License","Distro 10 Inc","21445 Hoover RD Suite 315A, Warren MI 48089","08/18/2026","Active",,,
"GR-C-003389","Class C Grower – License","Michigan Pure Pharms","9286 N. Saginaw RD, Mt. Morris MI 48458","06/29/2026","Active",,,
"GR-C-003378","Class C Grower – License","Wildfire Investments 2, LLC","1110 Tower ST, Flint MI 48503","07/08/2026","Active",,,
"GR-C-003377","Class C Grower – License","Wildfire Investments 2, LLC","1110 Tower ST, Flint MI 48503","07/08/2026","Active",,,
"GR-C-003379","Class C Grower – License","Wildfire Investments 2, LLC","1110 Tower ST, Flint MI 48503","07/08/2026","Active",,,
"GR-C-003380","Class C Grower – License","Wildfire Investments 2, LLC","1110 Tower ST, Flint MI 48503","07/08/2026","Active",,,
"GR-C-003276","Class C Grower – License","JAD3 TAWAS HOLDINGS, LLC","3167 Alabaster RD, Tawas City MI 48763","07/13/2026","Active",,,
"GR-C-003275","Class C Grower – License","JAD3 TAWAS HOLDINGS, LLC","3167 Alabaster RD, Tawas City MI 48763","07/13/2026","Active",,,
"GR-C-003277","Class C Grower – License","JAD3 TAWAS HOLDINGS, LLC","3167 Alabaster RD, Tawas City MI 48763","07/13/2026","Active",,,
"GR-C-003278","Class C Grower – License","JAD3 TAWAS HOLDINGS, LLC","3167 Alabaster RD, Tawas City MI 48763","07/13/2026","Active",,,
"GR-C-003289","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2026","Active",,,
"GR-C-003288","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2026","Active",,,
"GR-C-003287","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2026","Active",,,
"GR-C-003286","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2026","Active",,,
"GR-C-003285","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2026","Active",,,
"GR-C-003201","Class C Grower – License","Wildfire Investments 2, LLC","1110 Tower ST, Flint MI 48503","07/08/2026","Active",,,
"GR-C-003207","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003206","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003241","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003242","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003243","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003244","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003245","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003246","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003247","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003248","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003249","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003250","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003251","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003252","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003253","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003254","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003255","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003256","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003257","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003258","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003259","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003260","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003262","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003261","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003263","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003264","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003265","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003266","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003267","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003268","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003269","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003270","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003271","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003272","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003273","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003279","Class C Grower – License","JAD3 TAWAS HOLDINGS, LLC","3167 Alabaster RD, Tawas City MI 48763","07/07/2026","Active",,,
"GR-C-003280","Class C Grower – License","JAD3 TAWAS HOLDINGS, LLC","3167 Alabaster RD, Tawas City MI 48763","07/07/2026","Active",,,
"GR-C-003281","Class C Grower – License","JAD3 TAWAS HOLDINGS, LLC","3167 Alabaster RD, Tawas City MI 48763","07/07/2026","Active",,,
"GR-C-003282","Class C Grower – License","JAD3 TAWAS HOLDINGS, LLC","3167 Alabaster RD, Tawas City MI 48763","07/07/2026","Active",,,
"GR-C-003283","Class C Grower – License","JAD3 TAWAS HOLDINGS, LLC","3167 Alabaster RD, Tawas City MI 48763","07/07/2026","Active",,,
"GR-C-003284","Class C Grower – License","JAD3 TAWAS HOLDINGS, LLC","3167 Alabaster RD, Tawas City MI 48763","07/07/2026","Active",,,
"GR-C-003208","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003209","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003210","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003211","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003212","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003213","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003214","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003218","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003219","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003220","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003221","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003222","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003223","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003224","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003225","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003226","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003227","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003228","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003229","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003230","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003231","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003232","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003234","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003236","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003238","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003240","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003237","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,,
"GR-C-003290","Class C Grower – License","Oz Farms Inc.","4190 Sieting DR, Luzerne MI 48636","09/08/2026","Active",,,
"GR-C-003291","Class C Grower – License","Oz Farms, Inc","4190 Sieting DR, Luzerne MI 48636","09/08/2026","Active",,,
"GR-C-003292","Class C Grower – License","Oz Farms, Inc","4190 Sieting DR, Luzerne MI 48636","09/08/2026","Active",,,
"GR-C-003293","Class C Grower – License","Oz Farms, Inc","4190 Sieting DR, Luzerne MI 48636","09/08/2026","Active",,,
"GR-C-003294","Class C Grower – License","Oz Farms, Inc","4190 Sieting DR, Luzerne MI 48636","09/08/2026","Active",,,
"GR-C-003295","Class C Grower – License","Oz Farms, Inc","4190 Sieting DR, Luzerne MI 48636","09/08/2026","Active",,,
"GR-C-003296","Class C Grower – License","Oz Farms, Inc","4190 Sieting DR, Luzerne MI 48636","09/08/2026","Active",,,
"GR-C-003297","Class C Grower – License","Oz Farms, Inc","4190 Sieting DR, Luzerne MI 48636","09/08/2026","Active",,,
"GR-C-003298","Class C Grower – License","Oz Farms, Inc","4190 Sieting DR, Luzerne MI 48636","09/08/2026","Active",,,
"GR-C-003147","Class C Grower – License","Tend.Harvest.Cultivate.","1213 Phillips Ave SW, Grand Rapids MI 49507","07/16/2026","Active",,,
"GR-C-003146","Class C Grower – License","Tend.Harvest.Cultivate.","1213 Phillips Ave SW, Grand Rapids MI 49507","07/16/2026","Active",,,
"GR-C-003145","Class C Grower – License","Tend.Harvest.Cultivate.","1213 Phillips Ave SW, Grand Raoids MI 49507","07/16/2026","Active",,,
"GR-C-003144","Class C Grower – License","Tend.Harvest.Cultivate.","1213 Phillips Ave SW, Grand Rapids MI 49507","07/16/2026","Active",,,
"GR-C-003163","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003164","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003165","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003166","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003167","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003168","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003169","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003170","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003171","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003172","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003173","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003174","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003175","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003179","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003180","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003181","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003182","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003183","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003184","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003185","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003186","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003188","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003198","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003148","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003149","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003150","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003151","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003152","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003153","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003154","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003155","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003162","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003161","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003160","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003159","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003158","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003157","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003156","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2026","Active",,,
"GR-C-003187","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003189","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003190","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003191","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003192","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003193","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003194","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003195","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003196","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003197","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003199","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003200","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,,
"GR-C-003178","Class C Grower – License","Old 27 Buds Etc, LLC","292 Spires PKWY, Tekonsha MI 49092","08/17/2026","Active",,,
"GR-C-003177","Class C Grower – License","Old 27 Buds Etc, LLC","292 Spires PKWY, Tekonsha MI 49092","08/17/2026","Active",,,
"GR-C-003176","Class C Grower – License","Old 27 Buds Etc, LLC","292 Spires PKWY, Tekonsha MI 49092","08/17/2026","Active",,,
"GR-C-003128","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003140","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003139","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003138","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003137","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003136","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003135","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003134","Class C Grower – License","Distro 10  Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003133","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003132","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003131","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003130","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003129","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003143","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003142","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003141","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-002943","Class C Grower – License","7699, LLC","4451 Ace Commercial CT, Bay City MI 48706","04/23/2026","Active",,,
"GR-C-003127","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003126","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003125","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003124","Class C Grower – License","Distro 10 Inc","7065 N Kings HWY, Luther MI 49656","08/18/2025","Active - Late Renewal",,,
"GR-C-003103","Class C Grower – License","Distro 10 Inc","3379 Black RD, Prescott MI 48756","08/18/2025","Active - Late Renewal",,,
"GR-C-003102","Class C Grower – License","Distro 10 Inc","3379 Black RD, Prescott MI 48756","08/18/2025","Active - Late Renewal",,,
"GR-C-003101","Class C Grower – License","Distro 10 Inc","3379 Black RD, Prescott MI 48756","08/18/2025","Active - Late Renewal",,,
"GR-C-003100","Class C Grower – License","Distro 10 Inc","3379 Black RD, Prescott MI 48756","08/18/2025","Active - Late Renewal",,,
"GR-C-003099","Class C Grower – License","Distro 10 Inc","3379 Black RD, Prescott MI 48756","08/18/2025","Active - Late Renewal",,,
"GR-C-003093","Class C Grower – License","Distro 10 Inc","3379 Black RD, Prescott MI 48756","08/18/2025","Active - Late Renewal",,,
"GR-C-002957","Class C Grower – License","Distro 10 Inc","3379 Black RD, Prescott MI 48756","08/18/2025","Active - Late Renewal",,,
"GR-C-002958","Class C Grower – License","Distro 10 Inc","3379 Black RD, Prescott MI 48756","08/18/2025","Active - Late Renewal",,,
