"Record Number","Record Type","License Name","Address","Expiration Date","Status","Notes","Disciplinary Action",
"AU-R-001455","Marihuana Retailer - License","CAPITAL DANK WELLNESS","160 E Columbia AVE, Battle Creek MI 49015","09/16/2026","Active",,,
"AU-R-001445","Marihuana Retailer - License","Light'N Up Corunna Inc","2550 E M 21, Corunna MI 48817","09/16/2026","Active",,,
"AU-R-001444","Marihuana Retailer - License","Light'N Up Burton Inc","3491 E Bristol RD, Burton MI 48529","09/16/2026","Active",,,
"AU-R-001441","Marihuana Retailer - License","The Exhibit","5508 S Cedar ST, Lansing MI 48911","07/18/2026","Active",,,
"AU-R-001453","Marihuana Retailer - License","JARS Cannabis","1035 W 12 Mile RD, Madison Heights MI 48071","09/10/2026","Active","Home Delivery - Approved",,
"AU-R-001454","Marihuana Retailer - License","JAZZ CANNABIS CLUB LAPEER","1333 IMLAY CITY RD, LAPEER MI 48446","09/08/2026","Active",,,
"AU-R-001450","Marihuana Retailer - License","Dank Garden LLC","7741 Lyndon ST, Detroit MI 48238","09/08/2026","Active",,,
"AU-R-001440","Marihuana Retailer - License","Emerald Fire Farms powered by Wise Guys Provisioning","2814 Cook RD, West Branch MI 48661","09/05/2026","Active",,,
"AU-R-001435","Marihuana Retailer - License","Dutch Republic","435 Blue Star HWY, Douglas MI 49406","09/04/2026","Active",,,
"AU-R-001437","Marihuana Retailer - License","Endo Ypsilanti Inc","1070 N Huron River DR, Ypsilanti MI 48197","09/04/2026","Active",,,
"AU-R-001452","Marihuana Retailer - License","JARS Cannabis","808 S Center RD Suite D, Flint MI 48506","09/03/2026","Active","Home Delivery - Approved",,
"AU-R-001451","Marihuana Retailer - License","Herbology Cannabis Co. New Buffalo","19730 M-239, New Buffalo MI 49117","09/02/2026","Active",,,
"AU-R-001442","Marihuana Retailer - License","The Chronic Michigan","20760 Harper AVE, Harper Woods MI 48225","06/19/2026","Active",,,
"AU-R-001433","Marihuana Retailer - License","Weed Mart","11815 Joseph Campau ST Suite B, Hamtramck MI 48212","12/16/2026","Active",,,
"AU-R-001432","Marihuana Retailer - License","Muha Meds East Detroit","16829 Harper AVE, Detroit MI 48224","08/19/2026","Active","Home Delivery - Approved",,
"AU-R-001448","Marihuana Retailer - License","High Standard Cannabis","1100 N Layfayette ST, Greenville MI 48838","05/28/2026","Active",,,
"AU-R-001434","Marihuana Retailer - License","The Cake House - Detroit","20477 SCHAEFER HWY, Detroit MI 48235","08/15/2026","Active",,,
"AU-R-001438","Marihuana Retailer - License","Premiere Provisions","840 Clark ST Suite 1, Big Rapids MI 49307","08/26/2026","Active",,,
"AU-R-001417","Marihuana Retailer - License","Herbology Romeo","15355 32 Mile RD, Romeo MI 48065","08/08/2026","Active",,,
"AU-R-001431","Marihuana Retailer - License","LaHaze Cannabis Company","217 Mill ST, Cheboygan MI 49721","08/06/2026","Active","Home Delivery - Approved",,
"AU-R-001429","Marihuana Retailer - License","Gramz Cannabis Detroit","6650 E. Eight Mile RD, Detroit MI 48234","08/04/2026","Active",,,
"AU-R-001426","Marihuana Retailer - License","NBMI Retail LLC","19839 W US-12 HWY, New Buffalo MI 49117","03/20/2026","Active",,,
"AU-R-001421","Marihuana Retailer - License","Joyology of Portage","8314 Portage RD, Portage MI 49002","07/25/2026","Active","Home Delivery - Approved",,
"AU-R-001428","Marihuana Retailer - License","Bowdega","45411 Park AVE Suite B, Utica MI 48315","07/21/2026","Active","Home Delivery-Approved",,
"AU-R-001410","Marihuana Retailer - License","Burn Cannabis Retail","24649 Mound RD Suite B, Warren MI 48091","05/21/2026","Active",,,
"AU-R-001422","Marihuana Retailer - License","Supergood","13992 Grand AVE, New Buffalo MI 49117","07/16/2026","Active",,,
"AU-R-001418","Marihuana Retailer - License","Dealz Cannabis Collective","1285 US HIGHWAY 2 S, CRYSTAL FALLS MI 49920","07/16/2026","Active",,,
"AU-R-001427","Marihuana Retailer - License","High Society New Buffalo","19189 W US 12 Highway, New Buffalo MI 49117","07/14/2026","Active",,,
"AU-R-001420","Marihuana Retailer - License","Levels of New Buffalo","11430 Holiday DR, New Buffalo MI 49117","07/14/2026","Active",,,
"AU-R-001423","Marihuana Retailer - License","PUFF","4305 Portage ST, Kalamazoo MI 49001","07/14/2026","Active",,,
"AU-R-001430","Marihuana Retailer - License","Haze MP LLC","914 E. Pickard ST, Mt. Pleasant MI 48858","07/13/2026","Active","Home Delivery - Approved",,
"AU-R-001411","Marihuana Retailer - License","Vibe New Buffalo","19689 W US-12 HWY, New Buffalo MI 49117","07/11/2026","Active",,,
"AU-R-001414","Marihuana Retailer - License","420 Dank Leoni","6007 Ann Arbor RD, Jackson MI 49201","07/07/2026","Active",,,
"AU-R-001415","Marihuana Retailer - License","The Clinic Riverview","18480 Fort ST, Riverview MI 48193","07/01/2026","Active",,,
"AU-R-001406","Marihuana Retailer - License","LUMBERJACK'S GREEN LEAF","1450 West M-43 HWY Suite 5, Hastings MI 49058","06/26/2026","Active",,,
"AU-R-001419","Marihuana Retailer - License","Lume Cannabis Co.","752 Munson AVE, Traverse City MI 49686","11/27/2026","Active",,,
"AU-R-001412","Marihuana Retailer - License","Dacut Monroe","14921 Laplaisance RD, Monroe MI 48161","06/24/2026","Active","Home Delivery - Approved","Public documents available",
"AU-R-001416","Marihuana Retailer - License","Local Roots Cannabis Company","685 N. Main ST Suite A, Perry MI 48872","03/02/2026","Active","Social Equity | Home Delivery – Approved",,
"AU-R-001401","Marihuana Retailer - License","The Chronic Michigan","23751 Hoover RD Suite A, Warren MI 48089","06/19/2026","Active",,,
"AU-R-001389","Marihuana Retailer - License","Michigan Organic Solutions","3549 S. Dort HWY Suite 106, Flint MI 48507","09/14/2026","Active",,,
"AU-R-001394","Marihuana Retailer - License","House of Dank New Buffalo","19333 M-239, New Buffalo MI 49117","06/11/2026","Active",,,
"AU-R-001404","Marihuana Retailer - License","Green Pharm of Allegan","633 HOOKER RD, Allegan MI 49010","05/28/2026","Active",,,
"AU-R-001403","Marihuana Retailer - License","Frosty Trees Dispensary","352 E US 41, Negaunee MI 49866","05/20/2026","Active",,,
"AU-R-001399","Marihuana Retailer - License","Kush E Mart","19215 US 12, New Buffalo MI 49117","08/10/2026","License Void",,,
"AU-R-001400","Marihuana Retailer - License","House of Dank Garden City","32330 Ford RD Suite C, Garden City MI 48135","05/19/2026","Active",,,
"AU-R-001390","Marihuana Retailer - License","The Exhibit Cannabis Co LLC","4045 E Court ST, Burton MI 48509","07/18/2026","Active",,,
"AU-R-001395","Marihuana Retailer - License","Supergood","1830 172nd AVE Suite D-1, Grand Haven MI 49417","05/18/2026","Active",,,
"AU-R-001397","Marihuana Retailer - License","Boss Leaf, LLC","314 Munson AVE, Traverse City MI 49686","05/05/2026","Active",,,
"AU-R-001392","Marihuana Retailer - License","LUCKY BUDS 2, INC.","207 E MAIN ST Suite 1, STANTON MI 48888","04/24/2026","Active",,,
"AU-R-001396","Marihuana Retailer - License","Puff New Buffalo","11300 Holiday DR, NEW BUFFALO MI 49117","04/16/2026","Active",,,
"AU-R-001386","Marihuana Retailer - License","Crafted Leaf","801 Michigan ST NE, Grand Rapids MI 49503","04/14/2026","Active",,,
"AU-R-001383","Marihuana Retailer - License","Lume Cannabis Co.","910 S. State ST, Big Rapids MI 49307","11/27/2026","Active",,"Public Documents Available",
"AU-R-001391","Marihuana Retailer - License","Information Entropy I(x4)","18350 US HWY 12, New Buffalo MI 49117","11/19/2026","Active",,,
"AU-R-001388","Marihuana Retailer - License","King of Budz Taylor","20720 Eureka RD, Taylor MI 48180","04/07/2026","Active","Home Delivery - Approved",,
"AU-R-001382","Marihuana Retailer - License","Eden East Garden LLC","2601 E Maumee ST, Adrian MI 49221","04/07/2026","Active",,,
"AU-R-001371","Marihuana Retailer - License","JARS Cannabis","26700 Liberal ST Suite 1, Center Line MI 48015","04/04/2026","Active","Home Delivery - Approved",,
"AU-R-001387","Marihuana Retailer - License","Exotics Cannabis Saginaw","1215 Court ST, Saginaw MI 48602","04/01/2026","Active",,,
"AU-R-001372","Marihuana Retailer - License","Krewe Cannabis Co","2390 Pipestone RD, Benton Harbor MI 49022","03/26/2026","Active",,,
"AU-R-001384","Marihuana Retailer - License","Higher Love","421 N. Lincoln RD, Escanaba MI 49829","02/01/2026","Active",,,
"AU-R-001381","Marihuana Retailer - License","Quality Roots Kalamazoo","104 North Drake RD, Kalamazoo MI 49009","03/25/2026","Active",,,
"AU-R-001362","Marihuana Retailer - License","BEST BUDZ OUTLET","326 East Main ST, Benton Harbor MI 49022","03/19/2026","Active",,,
"AU-R-001375","Marihuana Retailer - License","Herbology Cannabis Co Adrian","1561 W. Maumee ST, Adrian MI 49221","03/19/2026","Active",,,
"AU-R-001376","Marihuana Retailer - License","Little Shop of Weed","1012 N LANSING ST, Mt. Pleasant MI 48858","03/19/2026","Active",,,
"AU-R-001379","Marihuana Retailer - License","Southland Farms","215 S 11th ST, Niles MI 49120","03/17/2026","Active",,,
"AU-R-001378","Marihuana Retailer - License","Cookies New Buffalo","19001 US-12, New Buffalo MI 49117","03/11/2026","Active",,,
"AU-R-001363","Marihuana Retailer - License","LUMBERJACK'S PROVISIONING CENTER","8975 S M37 HWY, Dowling MI 49050","02/28/2026","Active",,,
"AU-R-001367","Marihuana Retailer - License","BUZZZY LLC","3435 E MICHIGAN AVE, JACKSON MI 49202","02/28/2026","Active",,,
"AU-R-001360","Marihuana Retailer - License","JAZZ CANNABIS CLUB INKSTER","27332 MICHIGAN AVE, INKSTER MI 48141","02/27/2026","Active",,,
"AU-R-001369","Marihuana Retailer - License","Elevated Exotics","1012 20th AVE, Menominee MI 49858","06/16/2026","Active",,,
"AU-R-001374","Marihuana Retailer - License","JARS Cannabis","45221 Utica Park BLVD Suite A, Utica MI 48315","02/20/2026","Active","Home Delivery - Approved",,
"AU-R-001366","Marihuana Retailer - License","8th Street Canna","877 E 8 Mile RD, Hazel Park MI 48030","02/20/2026","Active",,,
"AU-R-001354","Marihuana Retailer - License","Flower Bowl Corktown","2101 W Lafayette BLVD Suite 106, Detroit MI 48216","02/19/2026","Active",,,
"AU-R-001373","Marihuana Retailer - License","Green Sheep Cannabis Co","104 E Edgerton ST, Howard City MI 49329","02/18/2026","Active",,,
"AU-R-001377","Marihuana Retailer - License","Ascend Cannabis Detroit","24363 W Grand River AVE, Detroit MI 48219","02/18/2026","Active","Home Delivery - Approve.",,
"AU-R-001365","Marihuana Retailer - License","JARS Cannabis","1132 Dexter ST, Milan MI 48160","02/13/2026","Active","Home Delivery - Approved.",,
"AU-R-001358","Marihuana Retailer - License","Smooch","221 S Main ST, Oakley MI 48649","02/21/2026","Active",,,
"AU-R-001352","Marihuana Retailer - License","Planet Jane","815 N. Huron River DR, Ypsilanti MI 48197","02/07/2026","Active",,,
"AU-R-001355","Marihuana Retailer - License","Igloo Cannabis Store","120 S Michigan AVE Unit B, Big Rapids MI 49307","02/05/2026","Active","Home Delivery - Approved.",,
"AU-R-001368","Marihuana Retailer - License","URB MOUNT MORRIS","4128 Pierson RD, Flint MI 48504","02/04/2026","Active",,,
"AU-R-001341","Marihuana Retailer - License","Star Budz Provisioning","400 S Dort HWY, Flint MI 48503","01/31/2026","Active",,,
"AU-R-001349","Marihuana Retailer - License","GLH Lansing","5245 N Grand River AVE, Lansing MI 48906","01/30/2026","Active",,"Public document available",
"AU-R-001353","Marihuana Retailer - License","Bank of Buds Cannabis Co.","24703 N RIVER RD, MT CLEMENS MI 48043","01/27/2026","Active",,,
"AU-R-001346","Marihuana Retailer - License","Green Acres Ann Arbor","3438 E Ellsworth RD, Ann Arbor MI 48108","01/21/2026","Active",,,
"AU-R-001350","Marihuana Retailer - License","Bloom City Club","4120 Stadium DR, Kalamazoo MI 49008","01/21/2026","Active","Home Delivery - Approved",,
"AU-R-001339","Marihuana Retailer - License","Joyology of Mt Pleasant","702 N Mission ST, Mt Pleasant MI 48858","01/16/2026","Active",,,
"AU-R-001359","Marihuana Retailer - License","Gazzz","27935 Groesbeck HWY, Roseville MI 48066","01/15/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-001348","Marihuana Retailer - License","Top Cannabis Outlet","3375 E Washington Rd, Saginaw MI 48601","06/22/2026","Active",,,
"AU-R-001327","Marihuana Retailer - License","Joint Ventures Cannabis Co","133 W Monroe ST, Bangor MI 49013","01/13/2026","Active",,,
"AU-R-001344","Marihuana Retailer - License","GRAMZ CANNABIS","223 N US 131, Three Rivers MI 49093","01/09/2026","Active",,,
"AU-R-001332","Marihuana Retailer - License","Essence South","19616 Kelly RD, Harper Woods MI 48225","01/16/2026","Active","Home Delivery - Approved",,
"AU-R-001357","Marihuana Retailer - License","Jailhouse Cannabis Co","782 S Cedar ST, Kalkaska MI 49646","11/23/2026","Active",,,
"AU-R-001356","Marihuana Retailer - License","Timber Cannabis Co.","19615 US 12, New Buffalo MI 49117","09/17/2026","Active",,,
"AU-R-001325","Marihuana Retailer - License","The Jungle House, LLC","338 S Ashley ST, Ann Arbor MI 48104","12/23/2025","Active",,,
"AU-R-001347","Marihuana Retailer - License","Zaza Recreational","6045 W PIERSON RD Unit 2, FLUSHING MI 48433","12/19/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-001342","Marihuana Retailer - License","Herbana","2119 Haslett RD Suite A, Haslett MI 48840","12/19/2026","Active",,,
"AU-R-001345","Marihuana Retailer - License","7940 Michigan Avenue LLC","7940 Michigan AVE, Detroit MI 48210","12/18/2025","Active","Home Delivery - Approved.",,
"AU-R-001343","Marihuana Retailer - License","PURE CANNABIS OUTLET NEW BUFFALO","10271 US-12, New Buffalo MI 49117","12/13/2026","Active",,,
"AU-R-001340","Marihuana Retailer - License","Cannabis Club","19650 M 239, New Buffalo MI 49117","12/10/2026","Active","Home Delivery - Approved",,
"AU-R-001329","Marihuana Retailer - License","Border Buds","19500 M-239, New Buffalo MI 49117","12/10/2026","Active",,,
"AU-R-001337","Marihuana Retailer - License","New Standard Whitehall","812 E Colby ST Unit A, Whitehall MI 49461","12/09/2026","Active",,,
"AU-R-001319","Marihuana Retailer - License","The Chronic Michigan","20720 Eureka RD, Taylor MI 48180","12/04/2025","License Void",,,
"AU-R-001334","Marihuana Retailer - License","Jailhouse Cannabis Co","10 S Mt Tom RD, Mio MI 48647","11/23/2026","Active",,,
"AU-R-001331","Marihuana Retailer - License","New Standard Exit 9","12261 Cleveland ST Suite B, Nunica MI 49448","12/02/2026","Active",,,
"AU-R-001335","Marihuana Retailer - License","New Standard Sand Lake","29 Lake ST, Sand Lake MI 49343","12/02/2026","Active",,,
"AU-R-001338","Marihuana Retailer - License","Burn Cannabis Retail","30200 Groesbeck HWY, Roseville MI 48066","05/21/2026","Active",,,
"AU-R-001336","Marihuana Retailer - License","JARS Cannabis","925 40th St. SE, Grand Rapids MI 49508","11/27/2026","Active","Home Delivery - Approved",,
"AU-R-001324","Marihuana Retailer - License","Flowerbowl New Buffalo","10168 US-12, New Buffalo MI 49117","11/27/2026","Active",,,
"AU-R-001326","Marihuana Retailer - License","New Standard Edmore","202 E Main ST, Edmore MI 48829","11/21/2026","Active",,,
"AU-R-001314","Marihuana Retailer - License","Joyology of Centerline Sherwood","24837 Sherwood AVE, Center Line MI 48015","11/19/2026","Active","Home Delivery - Approved",,
"AU-R-001315","Marihuana Retailer - License","The Reef Detroit","6640 E 8 Mile RD, Detroit MI 48234","11/14/2025","License Void",,,
"AU-R-001322","Marihuana Retailer - License","Hyde Cannabis","8052 E Eight Mile RD, Detroit MI 48234","11/14/2026","Active",,,
"AU-R-001313","Marihuana Retailer - License","Mint Cannabis","18300 W US-12 Unit 1A, New Buffalo MI 49117","11/14/2026","Active",,,
"AU-R-001321","Marihuana Retailer - License","Quantum Crest LLC","7035 State RD, Millington MI 48746","11/14/2026","Active",,,
"AU-R-001330","Marihuana Retailer - License","Vibe New Buffalo","19689 W US-12 HWY, New Buffalo MI 49117","03/20/2026","License Void",,,
"AU-R-001318","Marihuana Retailer - License","King of Budz Roseville","29999 Groesbeck HWY, Roseville MI 48066","11/13/2026","Active","Home Delivery - Approved",,
"AU-R-001320","Marihuana Retailer - License","N-East Services, LLC","1341 Lake Lansing RD, Lansing MI 48906","03/18/2026","Active",,,
"AU-R-001323","Marihuana Retailer - License","Mint Cannabis Roseville","28970 Hayes RD, Roseville MI 48066","11/06/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-001306","Marihuana Retailer - License","Trapstars Outlet","13964 Grand AVE, New Buffalo MI 49117","10/30/2026","Active",,"Public Documents Available",
"AU-R-001316","Marihuana Retailer - License","Greener Days Recreational Retail","204 E Saginaw ST, Breckenridge MI 48615","08/29/2026","Active",,,
"AU-R-001310","Marihuana Retailer - License","Lettuce","2422 Benzie HWY, Benzonia MI 49616","01/19/2026","Active",,,
"AU-R-001302","Marihuana Retailer - License","JARS Cannabis","3520 Okemos RD Suite 10, Okemos MI 48864","10/15/2026","Active","Home Delivery-Approved",,
"AU-R-001311","Marihuana Retailer - License","Vibe Ann Arbor, LLC","603 E William ST, Ann Arbor MI 48104","10/14/2026","Active",,"Public documents available",
"AU-R-001312","Marihuana Retailer - License","The Plug - New Buffalo","19015 US-12, New Buffalo MI 49117","10/09/2026","Active",,,
"AU-R-001294","Marihuana Retailer - License","Mango Cannabis","5620 S Cedar ST, Lansing MI 48911","10/04/2026","Active","Home Delivery - Approved.","Public Documents Available",
"AU-R-001307","Marihuana Retailer - License","JARS Cannabis","11451 O'Brien CT, New Buffalo MI 49117","10/01/2026","Active","Home Delivery - Approved",,
"AU-R-001293","Marihuana Retailer - License","King of Budz Inkster","29245 Michigan AVE, Inkster MI 48141","10/01/2026","Active",,"Public Documents Available",
"AU-R-001305","Marihuana Retailer - License","Lef Cannabis Co","653 S Lapeer RD, Oxford MI 48371","09/30/2025","License Void",,,
"AU-R-001285","Marihuana Retailer - License","MICHIGAN'S TOP SHELF","5540 E 8 Mile RD, Detroit MI 48234","09/30/2026","Active",,,
"AU-R-001279","Marihuana Retailer - License","Eleven Cannabis Company","3120 ELEVEN MILE ROAD, BERKLEY MI 48072","09/27/2026","Active",,"Public Documents Available",
"AU-R-001309","Marihuana Retailer - License","Green Medicine Shop","500 N Lafayette ST, Greenville MI 48838","09/24/2026","Active",,,
"AU-R-001291","Marihuana Retailer - License","JARS Cannabis","709 E Columbia AVE, Battle Creek MI 49014","09/23/2026","Active","Home Delivery - Approved",,
"AU-R-001290","Marihuana Retailer - License","First Class Cannabis Co","241 E Main ST, Benton Harbor MI 49022","09/23/2026","Active",,,
"AU-R-001300","Marihuana Retailer - License","URB MOUNT PLEASANT","1322 E Pickard ST, Mount Pleasant MI 48858","09/20/2026","Active",,,
"AU-R-001299","Marihuana Retailer - License","Good Vibes Cannabis Co","323 Southfield RD, Ecorse MI 48229","09/20/2026","Active",,,
"AU-R-001298","Marihuana Retailer - License","High Q Cannabis","49755 Leona DR, Chesterfield MI 48051","09/18/2026","Active","Home Delivery - Approved",,
"AU-R-001292","Marihuana Retailer - License","Hollywood Jack's","1764 Lansing Road, Charlotte MI 48813","09/18/2026","Active",,"Public Documents Available",
"AU-R-001301","Marihuana Retailer - License","Pincanna","2207 S Mission ST, Mt. Pleasant MI 48858","03/03/2026","Active",,,
"AU-R-001282","Marihuana Retailer - License","Envy Canna","3737 E Apple AVE, Muskegon MI 49442","09/10/2026","Active",,,
"AU-R-001303","Marihuana Retailer - License","Refine New Buffalo Co.","19281 US 12, New Buffalo MI 49117","09/10/2026","Active",,"Public Documents Available",
"AU-R-001297","Marihuana Retailer - License","Higher Love","751 Greenland RD Unit B, Ontonagon MI 49953","02/01/2026","Active",,,
"AU-R-001287","Marihuana Retailer - License","JARS Cannabis","420 W Railroad ST, Caspian MI 49915","09/06/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-001277","Marihuana Retailer - License","Greenways Provisioning Center","403 E M-30 Unit A, Gladwin MI 48624","03/29/2026","Active",,,
"AU-R-001278","Marihuana Retailer - License","The OUI-D Shop Menominee","3113 10th ST, Menominee MI 49858","08/26/2026","Active",,,
"AU-R-001271","Marihuana Retailer - License","Antidote Inkster, LLC","26201 Michigan AVE, Inkster MI 48141","08/14/2026","Active",,,
"AU-R-001281","Marihuana Retailer - License","Biogold Dispo powered by Tranquility Fields","1825 E US Highway 2, Norway MI 49870","08/13/2026","Active",,,
"AU-R-001264","Marihuana Retailer - License","Seven Point Dispensing of Michigan, LLC","28557 Woodward AVE, Berkley MI 48072","08/12/2026","Active",,,
"AU-R-001269","Marihuana Retailer - License","NOXX","23622 Woodward AVE, Pleasant Ridge MI 48069","08/12/2026","Active","Home Delivery - Approved",,
"AU-R-001273","Marihuana Retailer - License","875 North, LLC","875 North AVE, Battle Creek MI 49017","08/12/2026","Active",,,
"AU-R-001265","Marihuana Retailer - License","Skunkz Cannabis","1628 Division AVE S, Grand Rapids MI 49507","08/12/2026","Active",,"Public Documents Available",
"AU-R-001272","Marihuana Retailer - License","Craft Leaf LLC","211 W GARFIELD AVE, Coldwater MI 49036","08/25/2026","Active",,,
"AU-R-001284","Marihuana Retailer - License","WAYLAND GAS STATION, LLC","1124 W Superior ST, Wayland MI 49348","08/09/2026","Active",,,
"AU-R-001289","Marihuana Retailer - License","JARS Cannabis","810 W Argyle ST, Jackson MI 49202","08/09/2026","Active","Home Delivery - Approved",,
"AU-R-001270","Marihuana Retailer - License","Simply Loud","216 E Milwaukee ST, Detroit MI 48202","08/09/2026","Active",,,
"AU-R-001242","Marihuana Retailer - License","Gramz Cannabis Romeo","100 McLean DR, Romeo MI 48065","08/05/2026","Active","Home Delivery - Approved",,
"AU-R-001283","Marihuana Retailer - License","High Society 6","515 Lansing ST Unit B, Charlotte MI 48813","08/02/2026","Active",,,
"AU-R-001261","Marihuana Retailer - License","The High Club Port Huron","1007 Lapeer AVE, Port Huron MI 48060","07/30/2026","Active",,"Public Documents Available",
"AU-R-001262","Marihuana Retailer - License","LEVELS OF GRAND HAVEN","1021 Jackson AVE, Grand Haven MI 49417","07/26/2026","Active",,,
"AU-R-001274","Marihuana Retailer - License","Levels of Waterford","2060 Dixie HWY Suite 100, Waterford MI 48328","07/26/2026","Active",,,
"AU-R-001268","Marihuana Retailer - License","American Grown","1864 US-23, East Tawas MI 48730","08/08/2026","Active",,,
"AU-R-001244","Marihuana Retailer - License","Banzen","55 S Michigan AVE, Coldwater MI 49036","07/23/2026","Active",,,
"AU-R-001275","Marihuana Retailer - License","Meds Cafe","115 S Wisconsin AVE, Gaylord MI 49735","12/27/2025","Active",,,
"AU-R-001259","Marihuana Retailer - License","The Exhibit","1033 River ST, Port Huron MI 48060","07/18/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-001256","Marihuana Retailer - License","PUFF Cannabis Centerline","26530 Liberal ST, Center Line MI 48015","07/11/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-001253","Marihuana Retailer - License","Bloom & Blaze","1724 E Genesee AVE, Saginaw MI 48601","07/11/2026","Active",,,
"AU-R-001245","Marihuana Retailer - License","House of Dank Ann Arbor","2730 Jackson AVE, Ann Arbor MI 48103","07/08/2026","Active","Home Delivery - Approved",,
"AU-R-001267","Marihuana Retailer - License","Love Supreme Craft Cannabis","1925 Century Ave SW Unit A, Grand Rapids MI 49503","07/08/2026","Active",,,
"AU-R-001276","Marihuana Retailer - License","THE BIG TOP CANNABIS COMPANY","11990 Pulaski RD, Hanover MI 49241","07/08/2026","Active",,"Public Documents Available",
"AU-R-001231","Marihuana Retailer - License","JARS Cannabis","6790 Just Barns DR, Fennville MI 49408","08/07/2026","Active","Home Delivery - Approved",,
"AU-R-001249","Marihuana Retailer - License","Hazed Cannabis","1115 Corunna AVE, Owosso MI 48867","07/03/2025","License Void","Home Delivery - Approved",,
"AU-R-001247","Marihuana Retailer - License","Wacky Jackz Cannabis","7043 HWY 2 & 41 & M-35, Gladstone MI 49837","09/14/2026","Active",,,
"AU-R-001263","Marihuana Retailer - License","FLAVORS DETROIT #1","5730 E 8 Mile RD, Detroit MI 48234","06/28/2026","Active",,,
"AU-R-001260","Marihuana Retailer - License","The Fire Station Cannabis Co","3101 10th ST Suite A, Menominee MI 49858","12/17/2026","Active",,,
"AU-R-001238","Marihuana Retailer - License","First Class Cannabis Co.","14921 Laplaisance RD, Monroe MI 48161","08/10/2025","License Void",,,
"AU-R-001254","Marihuana Retailer - License","Canna Klub","5447 N M-33 Suite B, Rose City MI 48654","05/13/2026","Active",,,
"AU-R-001248","Marihuana Retailer - License","Lettuce 01 LLC","2201 E Michigan AVE, Jackson MI 49202","06/21/2026","Active",,,
"AU-R-001241","Marihuana Retailer - License","The Green Door South Haven, Inc.","9287 Blue Star HWY, South Haven MI 49090","06/18/2026","Active",,,
"AU-R-001240","Marihuana Retailer - License","BE Provisioning","1730 US-23, East Tawas MI 48730","04/16/2025","License Void",,,
"AU-R-001246","Marihuana Retailer - License","The Trap Cannabis Co LLC","1817 Commerce ST, Muskegon MI 49441","06/17/2026","Active",,,
